,"Manfredi Giovanna",Amministratore
,"Koo Candice",Amministratore
,"Cucinelli Carolina",Amministratore
,"Stefanelli Riccardo",Amministratore
,"Cucinelli Camilla",Amministratore
,"Marzotto Matteo",Amministratore
"BUZZI UNICEM SPA ","Buzzi Alessandro","Presidente onorario"
,"Buzzi Enrico",Presidente
,"Buzzi Veronica","Vice Presidente"
,"Buzzi Pietro","Amministratore Delegato"
,"Buzzi Michele","Amministratore Delegato"
,"Gilli Linda Orsola",Amministratore
,"Fumagalli Romario Aldo",Amministratore
,"Rocca Gianfelice",Amministratore
,"Sella Maurizio",Amministratore
,"Paterlini Mario",Amministratore
,"Musy Antonella",Amministratore
,"Fornero Elsa Maria Olga",Amministratore
,"Burlando Paolo",Amministratore
"CAIRO COMMUNICATION SPA ","Cairo Urbano Roberto",Presidente
,"Fornara Uberto","Amministratore Delegato"
,"Ferrari Massimo",Amministratore
,"Mignani Paola",Amministratore
,"Bartoli Daniela",Amministratore
,"Caramazza Maria",Amministratore
,"Cairo Laura Maria",Amministratore
,"Brambilla Di Civesio Giuseppe",Amministratore
,"Pompignoli Marco",Amministratore
,"Cairo Roberto",Amministratore
"CALEFFI SPA ","Caleffi Giuliana",Presidente
,"Federici Rita","Vice Presidente"
,"Ferretti Guido","Amministratore Delegato"
,"Ravazzoni Roberto",Amministratore
,"Favagrossa Raffaello",Amministratore
,"Pilla Pasquale",Amministratore
,"Golfetto Francesca",Amministratore
"CALTAGIRONE EDITORE SPA ","Gianni Francesco",Presidente
,"Caltagirone Azzurra","Vice Presidente"
,"Majore Albino","Amministratore Delegato"
,"Delfini Mario",Amministratore
,"Ninfadoro Valeria",Amministratore
,"Catricala' Antonio",Amministratore
,"Caltagirone Tatiana",Amministratore
,"Confortini Massimo",Amministratore
,"Scribani Rossi Giacomo",Amministratore
,"Malato Annamaria",Amministratore
,"Caltagirone Alessandro",Amministratore
,"Caltagirone Francesco",Amministratore
"CALTAGIRONE SPA ","Caltagirone Francesco Gaetano","Presidente e Amministratore Delegato"
,"Caltagirone Azzurra","Vice Presidente"
,"Delfini Mario",Amministratore
,"Majore Albino",Amministratore
,"Lapucci Massimo",Amministratore
,"Mozzato Luciano",Amministratore
,"Passeggio Filomena",Amministratore
,"Moscatelli Sarah",Amministratore
,"Caltagirone Elisabetta",Amministratore
,"Caltagirone Saverio",Amministratore
,"Caltagirone Alessandro",Amministratore
,"Caltagirone Francesco",Amministratore
"CAREL INDUSTRIES SPA ","Rossi Luciani Luigi",Presidente
,"Nalini Luigi","Vice Presidente"
,"Nalini Francesco","Amministratore Delegato"
,"Costa Giovanni",Amministratore
,"Rossi Luciani Carlotta",Amministratore
,"Donalisio Cinzia",Amministratore
,"Manna Marina",Amministratore
"CARRARO SPA ","Carraro Enrico",Presidente
,"Carraro Tomaso","Vice Presidente"
,"Negri Alberto","Amministratore Delegato"
,"Arduini Riccardo",Amministratore
,"Buttignon Fabio",Amministratore
,"Carraro Virginia",Amministratore
,"Gomiero Enrico",Amministratore
,"Manna Marina",Amministratore
,"Pittini Marina",Amministratore
"CELLULARLINE SPA ","Tazartes Antonio Luigi",Presidente
,"Foglio Piero","Vice Presidente"
,"Aleotti Christian","Amministratore Delegato"
,"Cagnetta Marco","Amministratore Delegato"
,"Moser Carlo",Amministratore
,"Gualtieri Laura",Amministratore
,"Tiezzi Ilaria",Amministratore
,"D'ippolito Cristian",Amministratore
,"Camagni Paola",Amministratore
"CEMBRE SPA ","Rosani Giovanni","Presidente e Amministratore Delegato"
,"Onofri Anna Maria","Vice Presidente"
,"Bottini Bongrani Aldo",Amministratore
,"Carrara Paola",Amministratore
,"Fada Fabio",Amministratore
,"Albertazzi Felice",Amministratore
,"Celli Franco",Amministratore
,"Rosani Sara",Amministratore
"CENTRALE DEL LATTE D'ITALIA S.P.A. ","Pozzoli Riccardo","Presidente e Amministratore Delegato"
,"Marchionni Lorenzo","Vice Presidente"
,"Macchiavello Maurizio","Amministratore Delegato"
,"Tazzetti Alberto",Amministratore
,"Forchino Antonella",Amministratore
,"Artom Adele",Amministratore
,"Pozzoli Edoardo",Amministratore
,"Braja Piera",Amministratore
,"Roasio Luciano",Amministratore
,"Materassi Laura",Amministratore
,"Fornero Elsa Maria Olga",Amministratore
,"Petretto Lorenzo",Amministratore
,"Giallombardo Renato",Amministratore
"CERVED GROUP SPA ","De Bernardis Gianandrea",Presidente
,"Mignanelli Andrea","Amministratore Delegato"
,"Pitto Mario Francesco",Amministratore
,"Caverni Mara Anna Rita",Amministratore
,"Montanari Valentina",Amministratore
,"Stabilini Alessandra",Amministratore
,"Regina Aurelio",Amministratore
