"01 Legislatura","FARIOLI Domenico"
"01 Legislatura","FAZIO Egidio"
"01 Legislatura","FEDELI Armando"
"01 Legislatura","FERRABINO Aldo"
"01 Legislatura","FERRAGNI Gaetano"
"01 Legislatura","FERRARI Giacomo"
"01 Legislatura","FILIPPINI Giuseppe"
"01 Legislatura","FIORE Umberto"
"01 Legislatura","FLECCHIA Vittorio"
"01 Legislatura","FOCACCIA Basilio"
"01 Legislatura","FORTUNATI Paolo"
"01 Legislatura","FRANZA Enea"
"01 Legislatura","FRASSATI Alfredo"
"01 Legislatura","FUSCO Giuseppe"
"01 Legislatura","GALLETTO Bortolo"
"01 Legislatura","GASPAROTTO Luigi"
"01 Legislatura","GAVA Silvio"
"01 Legislatura","GAVINA Cesare"
"01 Legislatura","GELMETTI Umberto"
"01 Legislatura","GENCO Giacinto"
"01 Legislatura","GERINI Alessandro"
"01 Legislatura","GERVASI Galliano"
"01 Legislatura","GHIDETTI Vittorio"
"01 Legislatura","GHIDINI Gustavo"
"01 Legislatura","GIACOMETTI Guido"
"01 Legislatura","GIARDINA Camillo"
"01 Legislatura","GIUA Michele"
"01 Legislatura","GONZALES Enrico"
"01 Legislatura","GORTANI Michele"
"01 Legislatura","GRAMEGNA Giuseppe"
"01 Legislatura","GRAVA Carlo"
"01 Legislatura","GRIECO Ruggero"
"01 Legislatura","GRISOLIA Domenico"
"01 Legislatura","GUARIENTI Ugo"
"01 Legislatura","GUGLIELMONE Teresio"
"01 Legislatura","ITALIA Salvatore"
"01 Legislatura","JACINI Stefano"
"01 Legislatura","JANNACCONE Pasquale"
"01 Legislatura","JANNELLI Gabriele"
"01 Legislatura","JANNUZZI Onofrio"
"01 Legislatura","LABRIOLA Arturo"
"01 Legislatura","LAMBERTI Giovanni"
"01 Legislatura","LANZA Fabrizio"
"01 Legislatura","LANZA FILINGERI Stefano"
"01 Legislatura","LANZARA Goffredo"
"01 Legislatura","LANZETTA Michele"
"01 Legislatura","LAVIA Giuseppe"
"01 Legislatura","LAZZARINO Ermanno"
"01 Legislatura","LAZZARO Federico"
"01 Legislatura","LEONE Francesco"
"01 Legislatura","LEPORE Antonio"
"01 Legislatura","LI CAUSI Girolamo"
"01 Legislatura","LOCATELLI Amilcare"
"01 Legislatura","LODATO Ignazio"
"01 Legislatura","LONGONI Mario"
"01 Legislatura","LOPARDI Emidio"
"01 Legislatura","LORENZI Angelo"
"01 Legislatura","LOVERA Felice"
"01 Legislatura","LUCIFERO Roberto"
"01 Legislatura","LUISETTI Virgilio Mario"
"01 Legislatura","LUSSU Emilio"
"01 Legislatura","MACRELLI Cino"
"01 Legislatura","MAFFI Fabrizio"
"01 Legislatura","MAGLI Arcangelo"
"01 Legislatura","MAGLIANO Giuseppe"
"01 Legislatura","MAGRI' Domenico"
"01 Legislatura","MALINTOPPI Enrico"
"01 Legislatura","MANCINELLI Carmine"
"01 Legislatura","MANCINI Pietro"
"01 Legislatura","MANTICA Antonio"
"01 Legislatura","MARANI Pietro"
"01 Legislatura","MARCHINI CAMIA Francesco"
"01 Legislatura","MARCONCINI Federico"
"01 Legislatura","MARIANI Francesco"
"01 Legislatura","MARIOTTI Attilio"
"01 Legislatura","MARTINI Ferdinando"
"01 Legislatura","MASSINI Cesare"
"01 Legislatura","MASTINO Pietro"
"01 Legislatura","MAZZONI Nino"
"01 Legislatura","MEACCI Gino"
"01 Legislatura","MEDICI Giuseppe"
"01 Legislatura","MENGHI Vincenzo"
"01 Legislatura","MENOTTI Clarenzo"
"01 Legislatura","MENTASTI Piero"
"01 Legislatura","MERLIN Angelina"
"01 Legislatura","MERLIN Umberto"
"01 Legislatura","MERZAGORA Cesare"
"01 Legislatura","MICELI PICARDI Francesco"
"01 Legislatura","MICHELI Giuseppe"
"01 Legislatura","MILILLO Vincenzo"
"01 Legislatura","MINIO Enrico"
"01 Legislatura","MINOJA Vittorio"
"01 Legislatura","MOLE' Enrico"
"01 Legislatura","MOLE' Salvatore"
"01 Legislatura","MOLINELLI Guido"
"01 Legislatura","MOMIGLIANO Riccardo"
"01 Legislatura","MONALDI Vincenzo"
"01 Legislatura","MONTAGNANA Rita"
"01 Legislatura","MONTAGNANI MARELLI Piero"
"01 Legislatura","MONTEMARTINI Gabriele Luigi"
"01 Legislatura","MORANDI Rodolfo"
"01 Legislatura","MOSCATELLI Vincenzo"
"01 Legislatura","MOTT Angelo Giacomo"
"01 Legislatura","MUSOLINO Eugenio"
"01 Legislatura","NACUCCHI Nicola"
"01 Legislatura","NEGARVILLE Celeste Carlo"
"01 Legislatura","NEGRO Antonio"
"01 Legislatura","NITTI Francesco Saverio"
"01 Legislatura","NOBILI Tito Oro"
"01 Legislatura","OGGIANO Luigi"
"01 Legislatura","ORIGLIA Edoardo"
"01 Legislatura","ORLANDO Vittorio Emanuele"
"01 Legislatura","OTTANI Raffaele"
"01 Legislatura","PAGE Ernesto"
"01 Legislatura","PALERMO Mario"
"01 Legislatura","PALLASTRELLI Giovanni"
"01 Legislatura","PALUMBO Giuseppina"
"01 Legislatura","PANETTI Modesto"
"01 Legislatura","PARATORE Giuseppe"
"01 Legislatura","PARRI Ferruccio"
"01 Legislatura","PASQUINI Benedetto"
"01 Legislatura","PASTORE Ottavio"
"01 Legislatura","PAZZAGLI Raffaello"
"01 Legislatura","PELLEGRINI Giacomo"
"01 Legislatura","PENNISI DI FLORISTELLA Agostino"
"01 Legislatura","PERINI Carlo"
"01 Legislatura","PERSICO Giovanni"
"01 Legislatura","PERTINI Sandro"
"01 Legislatura","PEZZINI Cristoforo"
"01 Legislatura","PEZZULLO Raffaele"
"01 Legislatura","PICCHIOTTI Giacomo"
"01 Legislatura","PIEMONTE Giuseppe"
"01 Legislatura","PIERACCINI Gaetano"
"01 Legislatura","PIETRA Gaetano"
"01 Legislatura","PISCITELLI Clemente"
"01 Legislatura","PLATONE Felice"
"01 Legislatura","PONTREMOLI Ezio"
"01 Legislatura","PORZIO Giovanni"
"01 Legislatura","PRIOLO Antonio"
"01 Legislatura","PROLI Giuseppe"
"01 Legislatura","PUCCI Alberto Mario"
"01 Legislatura","PUTINATI Otello"
"01 Legislatura","QUAGLIARIELLO Gaetano"
"01 Legislatura","RAFFEINER Giuseppe"
"01 Legislatura","RAJA Giovan Battista"
"01 Legislatura","RANALDI Arnaldo"
"01 Legislatura","RAVA' Autunno"
"01 Legislatura","RAVAGNAN Riccardo"
